10000	0.553665
10000	0.572018
10000	0.689308
10000	0.76022
10000	0.584602
10000	0.541832
10000	0.569172
10000	0.557041
10000	0.5623
10000	0.559545
20000	2.198426
20000	0.723601
20000	0.751484
20000	1.003985
20000	1.174003
20000	1.4936
20000	0.752326
20000	0.724433
20000	0.72298
20000	0.705868
30000	0.574122
30000	0.580534
30000	1.276835
30000	0.848305
30000	0.981483
30000	1.018212
30000	1.030845
30000	2.584597
30000	1.16189
30000	1.775977
40000	1.063767
40000	1.023231
40000	1.133828
40000	1.253361
40000	1.25844
40000	1.297724
40000	1.362735
40000	1.356503
40000	1.783821
40000	2.301268
50000	2.002741
50000	2.246546
50000	2.122985
50000	2.600978
50000	2.020303
50000	1.582667
50000	1.581413
50000	1.582997
50000	1.77755
50000	2.764473
60000	1.174825
60000	1.263791
60000	1.492908
60000	1.897243
60000	2.167809
60000	2.697107
60000	2.508876
60000	1.974959
60000	2.086738
60000	2.170133
70000	1.341285
70000	1.4456
70000	2.225707
70000	3.597359
70000	3.766735
70000	3.083309
70000	2.230867
70000	2.264189
70000	2.363113
70000	2.626976
80000	1.619144
80000	1.633211
80000	2.5541
80000	2.584918
80000	2.568568
80000	2.56493
80000	3.900946
80000	3.542246
80000	3.061508
80000	2.69324
90000	1.857279
90000	2.079494
90000	2.894196
90000	2.973101
90000	2.938008
90000	2.895438
90000	2.916176
90000	2.927417
90000	2.974876
90000	3.012787
100000	2.942716
100000	2.772028
100000	3.198043
100000	3.211188
100000	3.224032
100000	3.197842
100000	3.27687
100000	3.392897
100000	3.251243
100000	4.862962
